'volume', 'seasonal', 'non_independence', 'family', 'taxonomy', 'authors', 'invasive_status_study_id', 'lat_deg', 'class_author', 'matrix_fec', 'phylum', 'image_path2', 'reproductive_repetition_id', 'class_organized', 'col_check_ok', 'lon_deg', 'class_number', 'lat_min', 'city', 'publication', 'altitude', 'editors', 'species_gisd_status', 'purpose_endangered_id', 'matrix_start_season_id', 'matrix_criteria_size', 'journal_name', 'latitude', 'lat_ns', 'dicot_monoc_id', 'matrix_complete', 'matrix_dimension', 'observations', 'kingdom', 'population_nautical_miles', 'pub_title', 'lon_ew', 'trait', 'study_notes', 'genus_accepted', 'total_pop_no', 'date_digitised', 'angio_gymno_id', 'matrix_irreducible', 'database_source_id', 'matrix_criteria_age', 'lon_sec', 'institution', 'matrix_ergodic', 'population', 'study_duration', 'invasive_status_elsewhere_id', 'matrix_composition_id', 'study_end', 'matrix_difficulty', 'species_author', 'DOI_ISBN', 'organism_type_id', 'longitude', 'non_independence_author', 'population_name', 'continent_id', 'population_id', 'matrix_f_string', 'independence_origin', 'species_epithet_accepted', 'fixed', 'embargo', 'iucn_status_id', 'within_site_replication', 'tax_order', 'uid', 'gbif_taxon_key', 'vector_present', 'matrix_u_string', 'studied_sex_id', 'authority', 'matrix_end_season_id', 'purpose_weed_id', 'matrix_c_string', 'n_intervals', 'year', 'survival_issue', 'matrix_start_month', 'id', 'matrix_start_year', 'species_id', 'species_accepted', 'col_check_date', 'matrix_primitive', 'matrix_a_string', 'captivity_id', 'species', 'matrix_lambda', 'infraspecies_accepted', 'census_timing_id', 'study_start', 'matrix_end_month', 'matrix_end_year', 'vector_str', 'lon_min', 'matrix_id', '_sa_instance_state', 'image_path', 'tpl_version', 'matrix_criteria_ontogeny', 'matrix_split', 'species_iucn_taxonid', 'treatment_id', 'independent', 'number_populations', 'species_common', 'student', 'additional_source_string', 'pages', 'small_id', 'publisher', 'source_type_id', 'seed_stage_error', 'publication_id', 'country', 'colour', 'tax_class', 'lat_sec', 'private', 'spand_ex_growth_type_id', 'ecoregion_id', 'genus', 'journal_book_conf', 'growth_form_raunkiaer_id'
None, False, None, u'Pinaceae', [<Taxonomy 2L>], u'van Mantgem; Stephenson', 1L, None, u'c(|DBH: 0.0-5.0 cm|DBH: 5.1-10.0 cm|DBH: 10.1-20.0 cm|DBH: 20.1-40.0 cm|DBH: >40.0 cm|)', True, u'Pinophyta', u'http://media.eol.org/content/2012/06/14/17/08077_orig.jpg', None, u'c(|active|active|active|active|active|)', None, None, u'c(|1|2|3|4|5|)', None, None, <Publication 2L>, None, None, False, None, None, u'DBH', u'J Ecol', None, None, None, True, 5L, None, u'Plantae', None, None, None, [<Trait 2L>], None, None, None, datetime.datetime(2013, 1, 23, 0, 0), 2L, True, None, False, None, None, True, <Population 6L>, 22L, 2L, 2L, 2003L, None, u'Abies_concolor', u'10.1111/j.1365-2745.2005.01007.x', 11L, None, None, u'Hodgedon Meadows; Crystal Road; Suwanee Creek; SEGI Conifer; Log Creek', 4L, 6L, u'[0 0 0 0 0.441033333333333;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, None, [12], None, 7L, u'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', u'Pinales', None, None, None, u'[0.7414 0 0 0 0;0.112933333333333 0.7643 0 0 0;0 0.120533333333333 0.8169 0 0;0 0 0.0797333333333333 0.881366666666667 0;0 0 0 0.0570333333333333 0.9323]', 5L, None, None, None, u'[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, 2005, 0.9384, None, 12L, 1982L, 2L, u'Abies_concolor', None, True, u'[0.7414 0 0 0 0.441033333333333;0.112933333333333 0.7643 0 0 0;0 0.120533333333333 0.8169 0 0;0 0 0.0797333333333333 0.881366666666667 0;0 0 0 0.0570333333333333 0.9323]', 1L, <Species 2L>, 0.972409, None, None, 1982L, None, 2003L, None, None, 12L, <sqlalchemy.orm.state.InstanceState object at 0x06433130>, u'http://media.eol.org/content/2012/06/13/18/82904_orig.jpg', None, False, u'Divided', 42276L, 1L, None, 5L, None, u'France', None, None, None, None, None, None, 2L, u'USA', u'#F00E88', u'Pinopsida', None, True, 1L, 5L, u'Abies', None, 11L
None, False, None, u'Pinaceae', [<Taxonomy 2L>], u'van Mantgem; Stephenson', 1L, 36L, u'c(|DBH: 0.0-5.0 cm|DBH: 5.1-10.0 cm|DBH: 10.1-20.0 cm|DBH: 20.1-40.0 cm|DBH: >40.0 cm|)', True, u'Pinophyta', u'http://media.eol.org/content/2012/06/14/17/08077_orig.jpg', None, u'c(|active|active|active|active|active|)', None, 117L, u'c(|1|2|3|4|5|)', 36L, None, <Publication 2L>, 2209.0, None, False, None, None, u'DBH', u'J Ecol', 36.6, u'N', None, True, 5L, None, u'Plantae', None, None, u'W', [<Trait 2L>], None, None, None, datetime.datetime(2013, 1, 23, 0, 0), 2L, True, None, False, 0L, None, True, <Population 3L>, 22L, 2L, 2L, 2003L, None, u'Abies_concolor', u'10.1111/j.1365-2745.2005.01007.x', 11L, -117.3, None, u'Log Creek', 4L, 3L, u'[0 0 0 0 0.172333333333333;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, None, [13], None, 7L, u'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', u'Pinales', None, None, None, u'[0.751333333333333 0 0 0 0;0.164 0.748333333333333 0 0 0;0 0.158666666666667 0.860666666666667 0 0;0 0 0.0803333333333333 0.894333333333333 0;0 0 0 0.0496666666666667 0.967333333333333]', 5L, None, None, None, u'[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, 2005, 0.967333, None, 13L, 1987L, 2L, u'Abies_concolor', None, True, u'[0.751333333333333 0 0 0 0.172333333333333;0.164 0.748333333333333 0 0 0;0 0.158666666666667 0.860666666666667 0 0;0 0 0.0803333333333333 0.894333333333333 0;0 0 0 0.0496666666666667 0.967333333333333]', 1L, <Species 2L>, 0.991459, None, None, 1982L, None, 2002L, None, 18L, 13L, <sqlalchemy.orm.state.InstanceState object at 0x05E3E710>, u'http://media.eol.org/content/2012/06/13/18/82904_orig.jpg', None, False, u'Divided', 42276L, 1L, None, 5L, None, u'France', None, None, None, None, None, None, 2L, u'USA', u'#F00E88', u'Pinopsida', 0L, True, 1L, 5L, u'Abies', None, 11L
None, False, None, u'Pinaceae', [<Taxonomy 2L>], u'van Mantgem; Stephenson', 1L, 36L, u'c(|DBH: 0.0-5.0 cm|DBH: 5.1-10.0 cm|DBH: 10.1-20.0 cm|DBH: 20.1-40.0 cm|DBH: >40.0 cm|)', True, u'Pinophyta', u'http://media.eol.org/content/2012/06/14/17/08077_orig.jpg', None, u'c(|active|active|active|active|active|)', None, 117L, u'c(|1|2|3|4|5|)', 36L, None, <Publication 2L>, 2149.0, None, False, None, None, u'DBH', u'J Ecol', 36.6, u'N', None, True, 5L, None, u'Plantae', None, None, u'W', [<Trait 2L>], None, None, None, datetime.datetime(2013, 1, 23, 0, 0), 2L, True, None, False, 0L, None, True, <Population 7L>, 22L, 2L, 1L, 2003L, None, u'Abies_concolor', u'10.1111/j.1365-2745.2005.01007.x', 11L, -117.3, None, u'SEGI Conifer', 4L, 7L, u'[0 0 0 0 0.384;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, None, [14], None, 7L, u'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', u'Pinales', None, None, None, u'[0.75 0 0 0 0;0.182 0.776 0 0 0;0 0.188 0.864 0 0;0 0 0.089 0.909 0;0 0 0 0.052 0.952]', 5L, None, None, None, u'[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, 2005, 0.964, None, 14L, 1994L, 2L, u'Abies_concolor', None, True, u'[0.75 0 0 0 0.384;0.182 0.776 0 0 0;0 0.188 0.864 0 0;0 0 0.089 0.909 0;0 0 0 0.052 0.952]', 1L, <Species 2L>, 1.01378, None, 1L, 1982L, None, 1999L, None, 18L, 14L, <sqlalchemy.orm.state.InstanceState object at 0x05E3E630>, u'http://media.eol.org/content/2012/06/13/18/82904_orig.jpg', None, False, u'Divided', 42276L, 1L, None, 5L, None, u'France', None, None, None, None, None, False, 2L, u'USA', u'#F00E88', u'Pinopsida', 0L, True, 1L, 5L, u'Abies', None, 11L
None, False, None, u'Pinaceae', [<Taxonomy 2L>], u'van Mantgem; Stephenson', 1L, 36L, u'c(|DBH: 0.0-5.0 cm|DBH: 5.1-10.0 cm|DBH: 10.1-20.0 cm|DBH: 20.1-40.0 cm|DBH: >40.0 cm|)', True, u'Pinophyta', u'http://media.eol.org/content/2012/06/14/17/08077_orig.jpg', None, u'c(|active|active|active|active|active|)', None, 117L, u'c(|1|2|3|4|5|)', 36L, None, <Publication 2L>, 2042.0, None, False, None, None, u'DBH', u'J Ecol', 36.6, u'N', None, True, 5L, None, u'Plantae', None, None, u'W', [<Trait 2L>], None, None, None, datetime.datetime(2013, 1, 23, 0, 0), 2L, True, None, False, 0L, None, True, <Population 5L>, 22L, 2L, 1L, 2003L, None, u'Abies_concolor', u'10.1111/j.1365-2745.2005.01007.x', 11L, -117.2, None, u'Suwanee Creek ', 4L, 5L, u'[0 0 0 0 0.463;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, None, [15], None, 7L, u'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', u'Pinales', None, None, None, u'[0.788 0 0 0 0;0.139 0.804 0 0 0;0 0.161 0.875 0 0;0 0 0.091 0.872 0;0 0 0 0.068 0.956]', 5L, None, None, None, u'[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, 2005, 0.966, None, 15L, 1994L, 2L, u'Abies_concolor', None, True, u'[0.788 0 0 0 0.463;0.139 0.804 0 0 0;0 0.161 0.875 0 0;0 0 0.091 0.872 0;0 0 0 0.068 0.956]', 1L, <Species 2L>, 1.01816, None, None, 1982L, None, 1999L, None, 12L, 15L, <sqlalchemy.orm.state.InstanceState object at 0x05E3ECD0>, u'http://media.eol.org/content/2012/06/13/18/82904_orig.jpg', None, False, u'Divided', 42276L, 1L, None, 5L, None, u'France', None, None, None, None, None, None, 2L, u'USA', u'#F00E88', u'Pinopsida', 0L, True, 1L, 5L, u'Abies', None, 11L
None, False, None, u'Pinaceae', [<Taxonomy 2L>], u'van Mantgem; Stephenson', 1L, 36L, u'c(|DBH: 0.0-5.0 cm|DBH: 5.1-10.0 cm|DBH: 10.1-20.0 cm|DBH: 20.1-40.0 cm|DBH: >40.0 cm|)', True, u'Pinophyta', u'http://media.eol.org/content/2012/06/14/17/08077_orig.jpg', None, u'c(|active|active|active|active|active|)', None, 117L, u'c(|1|2|3|4|5|)', 36L, None, <Publication 2L>, 2149.0, None, False, None, None, u'DBH', u'J Ecol', 36.6, u'N', None, True, 5L, None, u'Plantae', None, None, u'W', [<Trait 2L>], None, None, None, datetime.datetime(2013, 1, 23, 0, 0), 2L, True, None, False, 0L, None, True, <Population 7L>, 22L, 2L, 2L, 2003L, None, u'Abies_concolor', u'10.1111/j.1365-2745.2005.01007.x', 11L, -117.3, None, u'SEGI Conifer', 4L, 7L, u'[0 0 0 0 0.31;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, None, [16], None, 7L, u'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', u'Pinales', None, None, None, u'[0.758666666666667 0 0 0 0;0.176333333333333 0.773666666666667 0 0 0;0 0.164333333333333 0.855 0 0;0 0 0.0816666666666667 0.927666666666667 0;0 0 0 0.0426666666666667 0.962333333333333]', 5L, None, None, None, u'[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, 2005, 0.970333, None, 16L, 1982L, 2L, u'Abies_concolor', None, True, u'[0.758666666666667 0 0 0 0.31;0.176333333333333 0.773666666666667 0 0 0;0 0.164333333333333 0.855 0 0;0 0 0.0816666666666667 0.927666666666667 0;0 0 0 0.0426666666666667 0.962333333333333]', 1L, <Species 2L>, 1.00706, None, None, 1982L, None, 1999L, None, 18L, 16L, <sqlalchemy.orm.state.InstanceState object at 0x05E3E150>, u'http://media.eol.org/content/2012/06/13/18/82904_orig.jpg', None, False, u'Divided', 42276L, 1L, None, 5L, None, u'France', None, None, None, None, None, None, 2L, u'USA', u'#F00E88', u'Pinopsida', 0L, True, 1L, 5L, u'Abies', None, 11L
None, False, None, u'Pinaceae', [<Taxonomy 2L>], u'van Mantgem; Stephenson', 1L, 36L, u'c(|DBH: 0.0-5.0 cm|DBH: 5.1-10.0 cm|DBH: 10.1-20.0 cm|DBH: 20.1-40.0 cm|DBH: >40.0 cm|)', True, u'Pinophyta', u'http://media.eol.org/content/2012/06/14/17/08077_orig.jpg', None, u'c(|active|active|active|active|active|)', None, 117L, u'c(|1|2|3|4|5|)', 36L, None, <Publication 2L>, 2149.0, None, False, None, None, u'DBH', u'J Ecol', 36.6, u'N', None, True, 5L, None, u'Plantae', None, None, u'W', [<Trait 2L>], None, None, None, datetime.datetime(2013, 1, 23, 0, 0), 2L, True, None, False, 0L, None, True, <Population 7L>, 22L, 2L, 1L, 2003L, None, u'Abies_concolor', u'10.1111/j.1365-2745.2005.01007.x', 11L, -117.3, None, u'SEGI Conifer', 4L, 7L, u'[0 0 0 0 0.196;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, None, [17], None, 7L, u'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', u'Pinales', None, None, None, u'[0.746 0 0 0 0;0.201 0.772 0 0 0;0 0.149 0.845 0 0;0 0 0.073 0.942 0;0 0 0 0.022 0.964]', 5L, None, None, None, u'[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, 2005, 0.964, None, 17L, 1988L, 2L, u'Abies_concolor', None, True, u'[0.746 0 0 0 0.196;0.201 0.772 0 0 0;0 0.149 0.845 0 0;0 0 0.073 0.942 0;0 0 0 0.022 0.964]', 1L, <Species 2L>, 0.989723, None, 1L, 1982L, None, 1994L, None, 18L, 17L, <sqlalchemy.orm.state.InstanceState object at 0x05E3EB70>, u'http://media.eol.org/content/2012/06/13/18/82904_orig.jpg', None, False, u'Divided', 42276L, 1L, None, 5L, None, u'France', None, None, None, None, None, False, 2L, u'USA', u'#F00E88', u'Pinopsida', 0L, True, 1L, 5L, u'Abies', None, 11L
None, False, None, u'Pinaceae', [<Taxonomy 2L>], u'van Mantgem; Stephenson', 1L, 36L, u'c(|DBH: 0.0-5.0 cm|DBH: 5.1-10.0 cm|DBH: 10.1-20.0 cm|DBH: 20.1-40.0 cm|DBH: >40.0 cm|)', True, u'Pinophyta', u'http://media.eol.org/content/2012/06/14/17/08077_orig.jpg', None, u'c(|active|active|active|active|active|)', None, 117L, u'c(|1|2|3|4|5|)', 36L, None, <Publication 2L>, 2149.0, None, False, None, None, u'DBH', u'J Ecol', 36.6, u'N', None, True, 5L, None, u'Plantae', None, None, u'W', [<Trait 2L>], None, None, None, datetime.datetime(2013, 1, 23, 0, 0), 2L, True, None, False, 0L, None, True, <Population 7L>, 22L, 2L, 1L, 2003L, None, u'Abies_concolor', u'10.1111/j.1365-2745.2005.01007.x', 11L, -117.3, None, u'SEGI Conifer', 4L, 7L, u'[0 0 0 0 0.35;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, None, [18], None, 7L, u'Hodgedon Meadows: 1.0 and 1.0 ha; Crystal Road: 1.0 and 1.1 ha; Suwanee Creek: 1.4 and 0.9 and 1.1 ha; SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.1 and 1.0 ha', u'Pinales', None, None, None, u'[0.78 0 0 0 0;0.146 0.773 0 0 0;0 0.156 0.856 0 0;0 0 0.083 0.932 0;0 0 0 0.054 0.971]', 5L, None, None, None, u'[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, 2005, 0.986, None, 18L, 1982L, 2L, u'Abies_concolor', None, True, u'[0.78 0 0 0 0.35;0.146 0.773 0 0 0;0 0.156 0.856 0 0;0 0 0.083 0.932 0;0 0 0 0.054 0.971]', 1L, <Species 2L>, 1.01661, None, 1L, 1982L, None, 1988L, None, 18L, 18L, <sqlalchemy.orm.state.InstanceState object at 0x05F494F0>, u'http://media.eol.org/content/2012/06/13/18/82904_orig.jpg', None, False, u'Divided', 42276L, 1L, None, 5L, None, u'France', None, None, None, None, None, False, 2L, u'USA', u'#F00E88', u'Pinopsida', 0L, True, 1L, 5L, u'Abies', None, 11L
None, False, None, u'Pinaceae', [<Taxonomy 3L>], u'Nakashizuka', 1L, 34L, u'c(|DBH: 0-5 cm|DBH: 6-10 cm|DBH: 11-20 cm|DBH: 21-30 cm|DBH: 31-40 cm|DBH: >41 cm|)', False, u'Pinophyta', u'http://media.eol.org/content/2012/01/29/23/21804_orig.jpg', None, u'c(|active|active|active|active|active|active|)', None, 136L, u'c(|1|2|3|4|5|6|)', 0L, None, <Publication 3L>, 1550.0, None, False, None, None, u'DBH', u'J Veg Sci', 34.0, u'N', None, True, 6L, u'Fecundity is missing', u'Plantae', None, None, u'E', [<Trait 3L>], None, None, None, datetime.datetime(2012, 7, 12, 0, 0), 2L, False, None, False, 0L, None, False, <Population 8L>, 5L, 2L, 2L, 1986L, None, u'Abies_homolepis', u'10.1658/1100-9233(2007)18[379:VIJSAR]2.0.CO;2', 11L, 136.0, None, u'Biligiri Rangaswamy Temple Wildlife Sanctuary', 2L, 8L, u'[0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0]', None, None, [19], None, 6L, u'5 m x 5 m quadrats', u'Pinales', None, 2685663L, None, u'[0.57 0 0 0 0 0;0.2 0.81 0 0 0 0;0 0.05 0.93 0 0 0;0 0 0.02 0.98 0 0;0 0 0 0.02 0.77 0;0 0 0 0 0.19 0.87]', 5L, None, None, None, u'[0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0]', None, 1991, 1.0, None, 19L, 1982L, 3L, u'Abies_homolepis', None, False, u'[0.57 0 0 0 0 0;0.2 0.81 0 0 0 0;0 0.05 0.93 0 0 0;0 0 0.02 0.98 0 0;0 0 0 0.02 0.77 0;0 0 0 0 0.19 0.87]', 1L, <Species 3L>, 0.98, None, 1L, 1982L, None, 1986L, None, 0L, 19L, <sqlalchemy.orm.state.InstanceState object at 0x05E3E1F0>, u'http://media.eol.org/content/2012/05/23/03/67188_orig.jpg', None, False, u'Divided', 42288L, 1L, None, 1L, None, u'Erik', None, None, None, None, None, False, 3L, u'JPN', u'#B15C60', u'Pinopsida', 0L, True, 1L, 5L, u'Abies', None, 11L
None, False, None, u'Pinaceae', [<Taxonomy 4L>], u'van Mantgem; Stephenson', 1L, 37L, u'c(|DBH: 0.0-5.0 cm|DBH: 5.1-10.0 cm|DBH: 10.1-20.0 cm|DBH: 20.1-40.0 cm|DBH: >40.0 cm|)', True, u'Pinophyta', u'http://media.eol.org/content/2012/06/14/17/63461_orig.jpg', None, u'c(|active|active|active|active|active|)', None, 118L, u'c(|1|2|3|4|5|)', 48L, None, <Publication 4L>, 2484.0, None, False, None, None, u'DBH', u'J Ecol', 37.8, u'N', None, True, 5L, None, u'Plantae', None, None, u'W', [<Trait 4L>], None, None, None, datetime.datetime(2012, 11, 30, 0, 0), 2L, True, None, False, 0L, None, True, <Population 9L>, 21L, None, 1L, 2002L, None, u'Abies_magnifica', u'0.1111/j.1365-2745.2005.01007.x', 11L, -118.3, None, u'Tuolumne River Population', 4L, 9L, u'[0 0 0 0 0.162790697674419;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, None, [20], None, 7L, u'SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.0 and 1.1 ha ; Tuolumne River: 1.0 ha ; Panther Gap: 1.0 ha', u'Pinales', None, 2685422L, None, u'[0.864137086903305 0 0 0 0;0.0526315789473684 0.910891089108911 0 0 0;0 0.0618811881188119 0.906593406593407 0 0;0 0 0.0659340659340659 0.886363636363636 0;0 0 0 0.102272727272727 0.992248062015504]', 5L, None, None, None, u'[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, 2005, 0.992248, None, 20L, 1988L, 4L, u'Abies_magnifica', None, True, u'[0.864137086903305 0 0 0 0.162790697674419;0.0526315789473684 0.910891089108911 0 0 0;0 0.0618811881188119 0.906593406593407 0 0;0 0 0.0659340659340659 0.886363636363636 0;0 0 0 0.102272727272727 0.992248062015504]', 1L, <Species 4L>, 1.01096, None, None, 1982L, None, 1994L, None, 18L, 20L, <sqlalchemy.orm.state.InstanceState object at 0x05E74150>, u'http://media.eol.org/content/2012/06/14/17/52937_orig.jpg', None, False, u'Divided', 42290L, 1L, None, 4L, None, u'France', None, None, None, None, None, None, 4L, u'USA', u'#3AC915', u'Pinopsida', 0L, True, None, 5L, u'Abies', None, 10L
None, False, None, u'Pinaceae', [<Taxonomy 4L>], u'van Mantgem; Stephenson', 1L, 36L, u'c(|DBH: 0.0-5.0 cm|DBH: 5.1-10.0 cm|DBH: 10.1-20.0 cm|DBH: 20.1-40.0 cm|DBH: >40.0 cm|)', True, u'Pinophyta', u'http://media.eol.org/content/2012/06/14/17/63461_orig.jpg', None, u'c(|active|active|active|active|active|)', None, 117L, u'c(|1|2|3|4|5|)', 36L, None, <Publication 4L>, 2208.0, None, False, None, None, u'DBH', u'J Ecol', 36.6, u'N', None, True, 5L, None, u'Plantae', None, None, u'W', [<Trait 4L>], None, None, None, datetime.datetime(2012, 11, 30, 0, 0), 2L, False, None, False, 0L, None, False, <Population 10L>, 21L, 2L, 1L, 2002L, None, u'Abies_magnifica', u'0.1111/j.1365-2745.2005.01007.x', 11L, -117.3, None, u'Log Creek Population', 4L, 10L, u'[0 0 0 0 0.323;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, None, [21], None, 7L, u'SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.0 and 1.1 ha ; Tuolumne River: 1.0 ha ; Panther Gap: 1.0 ha', u'Pinales', None, 2685422L, None, u'[0.667 0 0 0 0;0 0.643 0 0 0;0 0 0.667 0 0;0 0 0.067 0.76 0;0 0 0 0.04 0.935]', 5L, None, None, None, u'[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, 2005, 0.935, None, 21L, 1987L, 4L, u'Abies_magnifica', None, False, u'[0.667 0 0 0 0.323;0 0.643 0 0 0;0 0 0.667 0 0;0 0 0.067 0.76 0;0 0 0 0.04 0.935]', 1L, <Species 4L>, 0.935, None, 1L, 1982L, None, 1992L, None, 18L, 21L, <sqlalchemy.orm.state.InstanceState object at 0x05E74250>, u'http://media.eol.org/content/2012/06/14/17/52937_orig.jpg', None, False, u'Divided', 42290L, 1L, None, 4L, None, u'France', None, None, None, None, None, False, 4L, u'USA', u'#3AC915', u'Pinopsida', 0L, True, None, 5L, u'Abies', None, 10L
None, False, None, u'Pinaceae', [<Taxonomy 4L>], u'van Mantgem; Stephenson', 1L, 36L, u'c(|DBH: 0.0-5.0 cm|DBH: 5.1-10.0 cm|DBH: 10.1-20.0 cm|DBH: 20.1-40.0 cm|DBH: >40.0 cm|)', True, u'Pinophyta', u'http://media.eol.org/content/2012/06/14/17/63461_orig.jpg', None, u'c(|active|active|active|active|active|)', None, 117L, u'c(|1|2|3|4|5|)', 36L, None, <Publication 4L>, 2149.0, None, False, None, None, u'DBH', u'J Ecol', 36.6, u'N', None, True, 5L, None, u'Plantae', None, None, u'W', [<Trait 4L>], None, None, None, datetime.datetime(2012, 11, 30, 0, 0), 2L, True, None, False, 0L, None, True, <Population 11L>, 21L, None, 2L, 2002L, None, u'Abies_magnifica', u'0.1111/j.1365-2745.2005.01007.x', 11L, -117.3, None, u'SEGI Conifer', 4L, 11L, u'[0 0 0 0 0.827333333333333;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, None, [22], None, 7L, u'SEGI Conifer: 2.0 and 2.5 ha; Log Creek: 1.0 and 1.1 ha ; Tuolumne River: 1.0 ha ; Panther Gap: 1.0 ha', u'Pinales', None, 2685422L, None, u'[0.698 0 0 0 0;0.232666666666667 0.759333333333333 0 0 0;0 0.178333333333333 0.861 0 0;0 0 0.0726666666666667 0.847333333333333 0;0 0 0 0.0853333333333333 0.923666666666667]', 5L, None, None, None, u'[0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0]', None, 2005, 0.937667, None, 22L, 1982L, 4L, u'Abies_magnifica', None, True, u'[0.698 0 0 0 0.827333333333333;0.232666666666667 0.759333333333333 0 0 0;0 0.178333333333333 0.861 0 0;0 0 0.0726666666666667 0.847333333333333 0;0 0 0 0.0853333333333333 0.923666666666667]', 1L, <Species 4L>, 1.01858, None, None, 1982L, None, 1999L, None, 18L, 22L, <sqlalchemy.orm.state.InstanceState object at 0x05E747D0>, u'http://media.eol.org/content/2012/06/14/17/52937_orig.jpg', None, False, u'Divided', 42290L, 1L, None, 4L, None, u'France', None, None, None, None, None, None, 4L, u'USA', u'#3AC915', u'Pinopsida', 0L, True, None, 5L, u'Abies', None, 10L
